course_name,course_url,course_logo_url,category,difficulty,description,rating,enrollment_count
English Intermediate B1.2,https://www.coursera.org/learn/english-intermediate-b1-2,https://s3.amazonaws.com/coursera-course-photos/ba/bc67e380ba416cb67480d60bb1cd80/COVER-English-B1_2_NUOVISSIME_10x10-1-_1.jpg,Vocabulary,INTERMEDIATE,"Stress Management, Education and Training, Higher Education, Language Learning, Interpersonal Communications, Environmental Issue, Grammar, Environment and Resource Management",4.7,157
Oracle SQL Basics,https://www.coursera.org/learn/oracle-sql-basics,https://s3.amazonaws.com/coursera-course-photos/8c/33acbbee2643428c36c2abef24e139/OracleSQL800x800.png,SQL,BEGINNER,"Oracle Databases, Database Design, Database Development, Database Management, Relational Databases, Query Languages",4.6,299
Introduction to Neurohacking In R,https://www.coursera.org/learn/neurohacking,https://s3.amazonaws.com/coursera-course-photos/f8/37c0601c5511e69ed497ffed081ee3/Screen-Shot-2016-05-17-at-11.55.08-AM.png,Image Analysis,INTERMEDIATE,"Data Manipulation, R Programming, Data Processing, Scientific Visualization, Data Transformation, Computer Vision, Data Structures, Data Analysis, Data Import/Export",4.6,310
 Assisting Public Sector Decision Makers With Policy Analysis,https://www.coursera.org/learn/assist-public-sector-decision-makers-through-policy-analysis,https://s3.amazonaws.com/coursera-course-photos/ed/a2483508954330b688bff8b7d13c08/AdobeStock_491390197.jpeg,Statistical Analysis,INTERMEDIATE,"Program Evaluation, Policy Analysis, Data Analysis, Statistical Methods, Public Policies, Statistical Hypothesis Testing, Analytical Skills, Forecasting, R Programming, Research Design, Time Series Analysis and Forecasting",4.8,23
Data Pipelines with TensorFlow Data Services,https://www.coursera.org/learn/data-pipelines-tensorflow,https://s3.amazonaws.com/coursera-course-photos/de/93e4f83fd7454aac8082510e4d055f/Course-Logo-3.png,"Extract, Transform, Load",INTERMEDIATE,"Data Pipelines, Data Import/Export, Tensorflow, Data Processing, MLOps (Machine Learning Operations), Data Transformation, Data Sharing, Data Management, Data Validation, Performance Tuning",4.5,531
Programming in C,https://www.coursera.org/learn/programming-c,https://s3.amazonaws.com/coursera-course-photos/fc/0770f1539d4aa899489474b9a017c2/MOOC-2---Programming-in-C-.png,C (Programming Language),INTERMEDIATE,"Programming Principles, Algorithms, Data Structures, System Programming, Computer Programming, Numerical Analysis",4.4,35
FortiManager Administrator,https://www.coursera.org/learn/fortimanager-administrator,https://s3.amazonaws.com/coursera-course-photos/36/d3abedf66e48b6a55e9f76ebf724f2/FortiManager-Admin-1000x1000.jpg,Network Administration,INTERMEDIATE,"Network Monitoring, Network Troubleshooting, Network Infrastructure, Identity and Access Management, System Configuration, Configuration Management, Network Security, Network Planning And Design, Scripting",4.1,17
Value-Based Care: Introduction to Value-Based Care and the U.S. Healthcare System,https://www.coursera.org/learn/value-based-care-introduction,https://s3.amazonaws.com/coursera-course-photos/65/beac77f16540048b1cdbe719c2f53e/coursera-logo-2.jpg,Medicare,BEGINNER,"Medical Management, Health Systems, Health Care Administration, Health Care, Healthcare Industry Knowledge, Health Care Procedure and Regulation, Value Propositions, Continuous Quality Improvement (CQI)",4.7,168
Monitoring and Observability for Development and DevOps,https://www.coursera.org/learn/monitoring-and-observability-for-development-and-devops,https://s3.amazonaws.com/coursera-course-photos/99/80ce029ac84cfab9f097b2ce311ccf/MO_Logo-Image_1200x1200pxl-copy.jpg,Grafana,INTERMEDIATE,"System Monitoring, Prometheus (Software), Application Performance Management, DevOps, Continuous Monitoring, Docker (Software), Cloud-Native Computing, Interactive Data Visualization, Kubernetes, Information Technology Operations, Distributed Computing",4.5,71
Design Thinking: Discovery Tools,https://www.coursera.org/learn/uva-darden-design-thinking-discovery-tools,https://s3.amazonaws.com/coursera-course-photos/e8/f0b007827e4a11a1d8e619ca06a293/Tools_thumbnail.png,Design Thinking,BEGINNER,"Human Centered Design, Stakeholder Management, Design Research, User Experience, Persona Development, Service Design, Process Mapping, User Research, Customer Insights, Business Workflow Analysis, Consumer Behaviour, Innovation, Interviewing Skills",4.7,25
Analysis for Business Systems,https://www.coursera.org/learn/analysis-for-business-systems,https://s3.amazonaws.com/coursera-course-photos/dd/e0aae0901d11e88fb46527bafef25d/business-man-hand-touch-on-tablet-computer-virtual-business-process-diagram_fJEbsKH_.jpg,Business Systems Analysis,BEGINNER,"Systems Analysis, Requirements Analysis, Business Requirements, User Requirements Documents, Requirements Management, Business Process, Business Process Modeling, Feasibility Studies, Decision Making",4.8,546
Create Serverless Applications					,https://www.coursera.org/learn/create-serverless-applications,https://s3.amazonaws.com/coursera-course-photos/33/5445da06d446e5929e453860b30552/Create-Serverless-Applications.png,Microsoft Azure,INTERMEDIATE,"Serverless Computing, Cloud Development, Microsoft Power Automate/Flow, Event-Driven Programming, Cloud Applications, Business Process Automation, Cloud API, Application Programming Interface (API), Cloud Computing, GitHub",4.5,112
Healthcare Delivery for Medical Practice Managers,https://www.coursera.org/learn/healthcare-delivery-for-medical-practice-managers,https://s3.amazonaws.com/coursera-course-photos/fb/d9f6ba20b349f18ba6ad0c159df47d/AdobeStock_271211103-2-.jpeg,Practice Management,BEGINNER,"Care Coordination, Budget Management, Patient Coordination, Primary Care, Patient Flow, Clinic Management Systems, Preventative Care, Nursing Management, Health Systems, Health Care Administration, Health Care, Financial Management, Staff Management, Healthcare Industry Knowledge, Regulatory Compliance",5,2
ESG Essentials for Sustainable Business,https://www.coursera.org/learn/esg-essentials-sustainable-business,https://s3.amazonaws.com/coursera-course-photos/12/abc0feb4d6489fa34d1fb3899a33f0/C1_-Decoding-ESG.png,Environmental Social And Corporate Governance (ESG),BEGINNER,"Corporate Sustainability, Environmental Issue, Sustainability Reporting, Stakeholder Management, Business Ethics, Environmental Policy",4.2,10
Evaluating Public Health Programs at Scale,https://www.coursera.org/learn/evaluating-public-health-programs-at-scale,https://s3.amazonaws.com/coursera-course-photos/bc/3206dc831045848eda95af9e0d981c/RADAR_color---cropped.jpg,Program Evaluation,BEGINNER,"Data Collection, Research Design, Health Assessment, Policy Analysis, Policy Development, Survey Creation, Diversity Awareness, Ethical Standards And Conduct, Health Systems, Statistical Analysis",4.3,20
Science of Fat Metabolism,https://www.coursera.org/learn/science-of-fat-metabolism,https://s3.amazonaws.com/coursera-course-photos/53/1de704ae904682a24daf48144d6119/Science-of-Fat-Metabolism---Shop-Tile.jpg,Food and Beverage,INTERMEDIATE,"Kinesiology, Health Assessment, Stress Management, Anatomy",4.5,39
Arabic for Beginners: Communicating in Arabic Culture,https://www.coursera.org/learn/arabic-for-beginners-2-communicating-in-arabic-culture,https://s3.amazonaws.com/coursera-course-photos/e7/76ede3349943609481a49d2e26465e/arabic_camel5_coursera_banner.png,Language Learning,INTERMEDIATE,"Culture, Vocabulary, Cultural Diversity, Non-Verbal Communication, Intercultural Competence, Grammar, Literacy, Interpersonal Communications",4.9,18
Innovate with ANSYS Simulation Tools,https://www.coursera.org/learn/innovate-with-ansys-simulation-tools,https://s3.amazonaws.com/coursera-course-photos/08/dac3255a2b4d2697f9898513001516/Batch-8-1200-x-1200-px-1-.png,Engineering Design Process,BEGINNER,"Engineering Analysis, Mechanical Design, Product Family Engineering, Simulation and Simulation Software, Innovation, Structural Analysis, Engineering Software, Mechanical Engineering, Numerical Analysis, Finite Element Methods",4.5,4
Salesforce Basics,https://www.coursera.org/learn/salesforce-basics,https://s3.amazonaws.com/coursera-course-photos/96/c920a56c544e8e9dd369411e88cf40/Salesforce-Basics_CourseraGraphics_1200x1200.jpg,Salesforce,BEGINNER,"Customer Relationship Management (CRM) Software, Customer Relationship Management, Business Reporting, Stakeholder Engagement, Role-Based Access Control (RBAC), Sales Management, Customer Engagement, Cloud-Based Integration, Security Management, Marketing Automation, Stakeholder Communications, User Accounts, Identity and Access Management, Data Security",4.3,209
Parallel Programming in Java,https://www.coursera.org/learn/parallel-programming-in-java,https://s3.amazonaws.com/coursera-course-photos/76/7060107ddd11e7a14ce99700d553c6/Multicore-logo4.png,Java Programming,INTERMEDIATE,"Java, Distributed Computing, Programming Principles, Object Oriented Programming (OOP), Application Frameworks, Computer Programming, Algorithms, Performance Tuning, Functional Design, Scalability, Computer Science",4.6,1221
Intro to Operating Systems 1: Virtualization,https://www.coursera.org/learn/codio-intro-to-operating-systems-1-virtualization,https://s3.amazonaws.com/coursera-course-photos/ab/7c9f222a3249228612e707ef12b3d8/Square-OS-icon.png,OS Process Management,INTERMEDIATE,"Operating Systems, C (Programming Language), System Programming, Virtualization, Virtual Machines, Application Programming Interface (API)",4.6,144
Sustainability Challenges for the Planet and Employers,https://www.coursera.org/learn/sustainability-challenges-for-planet-and-employers,https://s3.amazonaws.com/coursera-course-photos/b0/048b78c9654f13ba2974d812505799/GroGoo-Image-Exploration-03-1-.jpg,Sustainability Reporting,BEGINNER,"Waste Minimization, Interactive Learning, Corporate Sustainability, Environment, Environmental Issue, Key Performance Indicators (KPIs), Environmental Monitoring, Environment and Resource Management, Pollution Prevention, Goal Setting, Performance Measurement, Architecture and Construction, Business Priorities, Peer Review",4.4,15
Ethics and AI: A Philosophical Guide to Responsible Use,https://www.coursera.org/learn/ethics-and-ai-a-philosophical-guide-to-responsible-use,https://s3.amazonaws.com/coursera-course-photos/8c/16cb32017b4f83a639e3ccc1b263d8/AICert-Logo.png,"Law, Regulation, and Compliance",MIXED,"Data Ethics, Artificial Intelligence, Research, Regulation and Legal Compliance, Scientific Methods, General Data Protection Regulation (GDPR), Ethical Standards And Conduct, Research Methodologies, Policy Analysis, Governance, Information Privacy",4,1
"Defining Diversity, Equity and Inclusion in Organizations",https://www.coursera.org/learn/defining-diversity-equity-and-inclusion-in-organizations,https://s3.amazonaws.com/coursera-course-photos/24/1ab7ed7c7d4cca8a224209bc727ded/Defining-DEI.jpg,Diversity Equity and Inclusion Initiatives,INTERMEDIATE,"Diversity and Inclusion, Diversity Awareness, Demography, Organizational Effectiveness, Organizational Change, Human Resource Strategy",4.8,192
Effective Communication Capstone Project,https://www.coursera.org/learn/effective-communication-capstone,https://s3.amazonaws.com/coursera-course-photos/02/e40010267311e6a94185de64ab6e3e/specialization-logo.jpg,Presentations,BEGINNER,"Peer Review, Business Writing, Project Design, Graphic Design, Microsoft PowerPoint, Branding, Communication, Public Speaking, Data Science",4.7,160
Predictive Modeling and Machine Learning with MATLAB,https://www.coursera.org/learn/predictive-modeling-machine-learning,https://s3.amazonaws.com/coursera-course-photos/59/0157ac33014ba585910485042bda54/course3-1000x1000.jpg,Supervised Learning,BEGINNER,"Applied Machine Learning, Matlab, Regression Analysis, Predictive Modeling, Classification And Regression Tree (CART), Machine Learning, Feature Engineering, Predictive Analytics, Statistical Modeling, Data Cleansing, Sampling (Statistics)",4.8,118
Geospatial Technology for Construction ,https://www.coursera.org/learn/geospatial-technology-for-construction,https://s3.amazonaws.com/coursera-course-photos/2f/36d828af314998a83c1d6778f338dd/geospatial.jpg,Geospatial Mapping,INTERMEDIATE,"Geospatial Information and Technology, Geographic Information Systems, Spatial Data Analysis, Construction Management, Visualization (Computer Graphics), Civil and Architectural Engineering, Spatial Analysis, Global Positioning Systems, As-Built Drawings, Survey Creation, AutoCAD Civil 3D, Environmental Monitoring, Systems Of Measurement, 3D Modeling, Data Cleansing",4.5,8
Etkili Konuşma (Effective Speaking),https://www.coursera.org/learn/etkili-konusma,https://s3.amazonaws.com/coursera-course-photos/0a/4aed109e4611e59290fb8a2d54c881/EtkiliKonu_ma.png,Verbal Communication Skills,MIXED,"Public Speaking, Communication, Emotional Intelligence, Respiration, Language Learning",4.8,411
Preparing for Your Call Center Customer Service Role,https://www.coursera.org/learn/preparing-call-center-customer-service-role,https://s3.amazonaws.com/coursera-course-photos/4a/182e609e0843c788ceb3d0a4bf567a/CC_C4_logo.png,Call Center Experience,BEGINNER,"Interviewing Skills, De-escalation Techniques, Customer Relationship Building, Customer Complaint Resolution, Customer Service, Problem Solving, Conflict Management, Inbound Calls, Outbound Calls, Customer Support, Professionalism, Verbal Communication Skills, Active Listening, Communication",4.9,29
Lithium Based Batteries,https://www.coursera.org/learn/lithium-based-batteries,https://s3.amazonaws.com/coursera-course-photos/cf/4fbf6ed27544b99f37c10124a48d6a/shutterstock_1396302587.jpg,Electronic Components,BEGINNER,"Electrical Engineering, Performance Testing, Reliability, Manufacturing Processes, Emerging Technologies",4.8,31
